n mode kind time_us
1900 combined random 1200
2000 combined random 1292
2100 combined random 1474
2200 combined random 1553
2300 combined random 1627
2400 combined random 1661
2500 combined random 1705
2600 combined random 1744
2700 combined random 1778
2800 combined random 1817
2900 combined random 1857
3000 combined random 1876
3100 combined random 2034
3200 combined random 2015
3300 combined random 2097
3400 combined random 2202
3500 combined random 2315
3600 combined random 2451
3700 combined random 2456
3800 combined random 2564
3900 combined random 2628
4000 combined random 2725
4100 combined random 2903
4200 combined random 3137
4300 combined random 3210
4400 combined random 3317
4500 combined random 3363
4600 combined random 3425
4700 combined random 3488
4800 combined random 3503
4900 combined random 3578
5000 combined random 3591
5100 combined random 3640
5200 combined random 3684
5300 combined random 3827
5400 combined random 3989
5500 combined random 3839
5600 combined random 3828
5700 combined random 3940
5800 combined random 3895
5900 combined random 3926
6000 combined random 4068
6100 combined random 4037
6200 combined random 4079
6300 combined random 4249
6400 combined random 4421
6500 combined random 4379
6600 combined random 4432
6700 combined random 4542
6800 combined random 4622
6900 combined random 4716
7000 combined random 4778
7100 combined random 4909
7200 combined random 4970
7300 combined random 5053
7400 combined random 5154
7500 combined random 5272
7600 combined random 5350
7700 combined random 5444
7800 combined random 5480
7900 combined random 5572
8000 combined random 5682
8100 combined random 5750
8200 combined random 6055
8300 combined random 6348
8400 combined random 6505
8500 combined random 6597
8600 combined random 6706
8700 combined random 6806
8800 combined random 6863
8900 combined random 6986
9000 combined random 7011
9100 combined random 7066
9200 combined random 7149
9300 combined random 7202
9400 combined random 7255
9500 combined random 7333
9600 combined random 7369
9700 combined random 7445
9800 combined random 7485
9900 combined random 7523
500 combined reversed 266
600 combined reversed 344
700 combined reversed 372
800 combined reversed 418
900 combined reversed 492
1000 combined reversed 559
1100 combined reversed 680
1200 combined reversed 731
1300 combined reversed 760
1400 combined reversed 784
1500 combined reversed 809
1600 combined reversed 882
1700 combined reversed 964
1800 combined reversed 1023
1900 combined reversed 1106
2000 combined reversed 1175
2100 combined reversed 1344
2200 combined reversed 1439
2300 combined reversed 1492
2400 combined reversed 1530
2500 combined reversed 1568
2600 combined reversed 1607
2700 combined reversed 1626
2800 combined reversed 1672
2900 combined reversed 1677
3000 combined reversed 1703
3100 combined reversed 1761
3200 combined reversed 1839
3300 combined reversed 1920
3400 combined reversed 1995
3500 combined reversed 2080
3600 combined reversed 2147
3700 combined reversed 2242
3800 combined reversed 2333
3900 combined reversed 2387
4000 combined reversed 2469
4100 combined reversed 2618
4200 combined reversed 2839
4300 combined reversed 2947
4400 combined reversed 2995
4500 combined reversed 3058
4600 combined reversed 3109
4700 combined reversed 3194
4800 combined reversed 3202
4900 combined reversed 3242
5000 combined reversed 3291
5100 combined reversed 3325
5200 combined reversed 3361
5300 combined reversed 3410
5400 combined reversed 3410
5500 combined reversed 3450
5600 combined reversed 3481
5700 combined reversed 3497
5800 combined reversed 3560
5900 combined reversed 3564
6000 combined reversed 3587
6100 combined reversed 3605
6200 combined reversed 3666
6300 combined reversed 3763
6400 combined reversed 3831
6500 combined reversed 3933
6600 combined reversed 4014
6700 combined reversed 4118
6800 combined reversed 4170
6900 combined reversed 4477
7000 combined reversed 4329
7100 combined reversed 4554
7200 combined reversed 4502
7300 combined reversed 4589
7400 combined reversed 4695
7500 combined reversed 4758
7600 combined reversed 4838
7700 combined reversed 4916
7800 combined reversed 5010
7900 combined reversed 5069
8000 combined reversed 5134
8100 combined reversed 5240
8200 combined reversed 5498
8300 combined reversed 5898
8400 combined reversed 6004
8500 combined reversed 6306
8600 combined reversed 6172
8700 combined reversed 6272
8800 combined reversed 6273
8900 combined reversed 6348
9000 combined reversed 6414
9100 combined reversed 6462
9200 combined reversed 6520
9300 combined reversed 6644
9400 combined reversed 6673
9500 combined reversed 6739
9600 combined reversed 6834
9700 combined reversed 6781
9800 combined reversed 6809
9900 combined reversed 6838
500 combined almost_sorted 265
600 combined almost_sorted 343
700 combined almost_sorted 368
800 combined almost_sorted 406
900 combined almost_sorted 484
1000 combined almost_sorted 566
1100 combined almost_sorted 695
1200 combined almost_sorted 721
1300 combined almost_sorted 758
1400 combined almost_sorted 779
1500 combined almost_sorted 801
1600 combined almost_sorted 864
1700 combined almost_sorted 953
1800 combined almost_sorted 1027
1900 combined almost_sorted 1094
2000 combined almost_sorted 1185
2100 combined almost_sorted 1340
2200 combined almost_sorted 1423
2300 combined almost_sorted 1480
2400 combined almost_sorted 1522
2500 combined almost_sorted 1579
2600 combined almost_sorted 1703
2700 combined almost_sorted 1628
2800 combined almost_sorted 1654
2900 combined almost_sorted 1679
3000 combined almost_sorted 1695
3100 combined almost_sorted 1842
3200 combined almost_sorted 1943
3300 combined almost_sorted 1919
3400 combined almost_sorted 1978
3500 combined almost_sorted 2056
3600 combined almost_sorted 2249
3700 combined almost_sorted 2245
3800 combined almost_sorted 2296
3900 combined almost_sorted 2396
4000 combined almost_sorted 2473
4100 combined almost_sorted 2623
4200 combined almost_sorted 2845
4300 combined almost_sorted 2915
4400 combined almost_sorted 2992
4500 combined almost_sorted 3048
4600 combined almost_sorted 3106
4700 combined almost_sorted 3191
4800 combined almost_sorted 3232
4900 combined almost_sorted 3231
5000 combined almost_sorted 3445
5100 combined almost_sorted 3308
5200 combined almost_sorted 3413
5300 combined almost_sorted 3435
5400 combined almost_sorted 3397
5500 combined almost_sorted 3608
5600 combined almost_sorted 3524
5700 combined almost_sorted 3515
5800 combined almost_sorted 3607
5900 combined almost_sorted 3554
6000 combined almost_sorted 3567
6100 combined almost_sorted 3601
6200 combined almost_sorted 3653
6300 combined almost_sorted 3745
6400 combined almost_sorted 3848
6500 combined almost_sorted 3905
6600 combined almost_sorted 3987
6700 combined almost_sorted 4062
6800 combined almost_sorted 4147
6900 combined almost_sorted 4227
7000 combined almost_sorted 4487
7100 combined almost_sorted 4423
7200 combined almost_sorted 4598
7300 combined almost_sorted 4587
7400 combined almost_sorted 4657
7500 combined almost_sorted 4736
7600 combined almost_sorted 4817
7700 combined almost_sorted 4885
7800 combined almost_sorted 4993
7900 combined almost_sorted 5040
8000 combined almost_sorted 5162
8100 combined almost_sorted 5193
8200 combined almost_sorted 5513
8300 combined almost_sorted 5904
8400 combined almost_sorted 6013
8500 combined almost_sorted 6027
8600 combined almost_sorted 6139
8700 combined almost_sorted 6221
8800 combined almost_sorted 6276
8900 combined almost_sorted 6321
9000 combined almost_sorted 6394
9100 combined almost_sorted 6454
9200 combined almost_sorted 6497
9300 combined almost_sorted 6537
9400 combined almost_sorted 6937
9500 combined almost_sorted 6789
9600 combined almost_sorted 6820
9700 combined almost_sorted 6880
9800 combined almost_sorted 7013
9900 combined almost_sorted 6924
500 combined random 297
600 combined random 374
700 combined random 408
800 combined random 449
900 combined random 529
1000 combined random 609
1100 combined random 736
1200 combined random 796
1300 combined random 824
1400 combined random 854
1500 combined random 900
1600 combined random 961
1700 combined random 1151
1800 combined random 1126
1900 combined random 1205
2000 combined random 1297
2100 combined random 1462
2200 combined random 1556
2300 combined random 1610
2400 combined random 1731
2500 combined random 1747
2600 combined random 1755
2700 combined random 1827
2800 combined random 1825
2900 combined random 1854
3000 combined random 1899
3100 combined random 1965
3200 combined random 2027
3300 combined random 2125
3400 combined random 2209
3500 combined random 2290
3600 combined random 2489
3700 combined random 2457
3800 combined random 2562
3900 combined random 2685
4000 combined random 2723
4100 combined random 2920
4200 combined random 3109
4300 combined random 3298
4400 combined random 3288
4500 combined random 3334
4600 combined random 3419
4700 combined random 3454
4800 combined random 3513
4900 combined random 3590
5000 combined random 3604
5100 combined random 3667
5200 combined random 3680
5300 combined random 3721
5400 combined random 3759
5500 combined random 3785
5600 combined random 3945
5700 combined random 3863
5800 combined random 4021
5900 combined random 4213
6000 combined random 4024
6100 combined random 4053
6200 combined random 4191
6300 combined random 4224
6400 combined random 4340
6500 combined random 4468
6600 combined random 4427
6700 combined random 4515
6800 combined random 4610
6900 combined random 4692
7000 combined random 4784
7100 combined random 4869
7200 combined random 5002
7300 combined random 5054
7400 combined random 5166
7500 combined random 5232
7600 combined random 5324
7700 combined random 5401
7800 combined random 5505
7900 combined random 5643
8000 combined random 5778
8100 combined random 5876
8200 combined random 6055
8300 combined random 6367
8400 combined random 7067
8500 combined random 7537
8600 combined random 6738
8700 combined random 6981
8800 combined random 7101
8900 combined random 7018
9000 combined random 7070
9100 combined random 7155
9200 combined random 7165
9300 combined random 7207
9400 combined random 7285
9500 combined random 7317
9600 combined random 7340
9700 combined random 7394
9800 combined random 7473
9900 combined random 7673
500 combined reversed 267
600 combined reversed 345
700 combined reversed 373
800 combined reversed 411
900 combined reversed 504
1000 combined reversed 574
1100 combined reversed 686
1200 combined reversed 728
1300 combined reversed 867
1400 combined reversed 786
1500 combined reversed 809
1600 combined reversed 882
1700 combined reversed 947
1800 combined reversed 1025
1900 combined reversed 1130
2000 combined reversed 1173
2100 combined reversed 1345
2200 combined reversed 1431
2300 combined reversed 1504
2400 combined reversed 1526
2500 combined reversed 1590
2600 combined reversed 1609
2700 combined reversed 1626
2800 combined reversed 1660
2900 combined reversed 1789
3000 combined reversed 1726
3100 combined reversed 1744
3200 combined reversed 1830
3300 combined reversed 1912
3400 combined reversed 2099
3500 combined reversed 2106
3600 combined reversed 2145
3700 combined reversed 2234
3800 combined reversed 2321
3900 combined reversed 2385
4000 combined reversed 2454
4100 combined reversed 2668
4200 combined reversed 2951
4300 combined reversed 2926
4400 combined reversed 3111
4500 combined reversed 3064
4600 combined reversed 3106
4700 combined reversed 3304
4800 combined reversed 3208
4900 combined reversed 3238
5000 combined reversed 3355
5100 combined reversed 3352
5200 combined reversed 3401
5300 combined reversed 3425
5400 combined reversed 3583
5500 combined reversed 3468
5600 combined reversed 3482
5700 combined reversed 3775
5800 combined reversed 3544
5900 combined reversed 3644
6000 combined reversed 3610
6100 combined reversed 3606
6200 combined reversed 3676
6300 combined reversed 3787
6400 combined reversed 3845
6500 combined reversed 3920
6600 combined reversed 4001
6700 combined reversed 4095
6800 combined reversed 4177
6900 combined reversed 4257
7000 combined reversed 4345
7100 combined reversed 4422
7200 combined reversed 4487
7300 combined reversed 4598
7400 combined reversed 4672
7500 combined reversed 4751
7600 combined reversed 4856
7700 combined reversed 4906
7800 combined reversed 5092
7900 combined reversed 5074
8000 combined reversed 5279
8100 combined reversed 5244
8200 combined reversed 5524
8300 combined reversed 5793
8400 combined reversed 5959
8500 combined reversed 6036
8600 combined reversed 6153
8700 combined reversed 6226
8800 combined reversed 6283
8900 combined reversed 6356
9000 combined reversed 6402
9100 combined reversed 6495
9200 combined reversed 6524
9300 combined reversed 6565
9400 combined reversed 6630
9500 combined reversed 6645
9600 combined reversed 13489
9700 combined reversed 11495
9800 combined reversed 6917
9900 combined reversed 7033
500 combined almost_sorted 266
600 combined almost_sorted 342
700 combined almost_sorted 367
800 combined almost_sorted 408
900 combined almost_sorted 483
1000 combined almost_sorted 563
1100 combined almost_sorted 688
1200 combined almost_sorted 723
1300 combined almost_sorted 758
1400 combined almost_sorted 838
1500 combined almost_sorted 803
1600 combined almost_sorted 863
1700 combined almost_sorted 953
1800 combined almost_sorted 1020
1900 combined almost_sorted 1095
2000 combined almost_sorted 1192
2100 combined almost_sorted 1574
2200 combined almost_sorted 1426
2300 combined almost_sorted 1523
2400 combined almost_sorted 1523
2500 combined almost_sorted 1578
2600 combined almost_sorted 1665
2700 combined almost_sorted 1640
2800 combined almost_sorted 1653
2900 combined almost_sorted 1697
3000 combined almost_sorted 1721
3100 combined almost_sorted 1835
3200 combined almost_sorted 1827
3300 combined almost_sorted 1897
3400 combined almost_sorted 2055
3500 combined almost_sorted 2127
3600 combined almost_sorted 2143
3700 combined almost_sorted 2237
3800 combined almost_sorted 2329
3900 combined almost_sorted 2531
4000 combined almost_sorted 2457
4100 combined almost_sorted 2640
4200 combined almost_sorted 2815
4300 combined almost_sorted 3039
4400 combined almost_sorted 3010
4500 combined almost_sorted 3043
4600 combined almost_sorted 3113
4700 combined almost_sorted 3145
4800 combined almost_sorted 3207
4900 combined almost_sorted 3231
5000 combined almost_sorted 3300
5100 combined almost_sorted 3304
5200 combined almost_sorted 3481
5300 combined almost_sorted 3366
5400 combined almost_sorted 3416
5500 combined almost_sorted 3538
5600 combined almost_sorted 3492
5700 combined almost_sorted 3488
5800 combined almost_sorted 3533
5900 combined almost_sorted 3546
6000 combined almost_sorted 3573
6100 combined almost_sorted 3622
6200 combined almost_sorted 3649
6300 combined almost_sorted 3769
6400 combined almost_sorted 3822
6500 combined almost_sorted 3918
6600 combined almost_sorted 3988
6700 combined almost_sorted 4083
6800 combined almost_sorted 4182
6900 combined almost_sorted 4268
7000 combined almost_sorted 4331
7100 combined almost_sorted 4432
7200 combined almost_sorted 4494
7300 combined almost_sorted 4568
7400 combined almost_sorted 4652
7500 combined almost_sorted 4726
7600 combined almost_sorted 4811
7700 combined almost_sorted 4906
7800 combined almost_sorted 5001
7900 combined almost_sorted 5043
8000 combined almost_sorted 5128
8100 combined almost_sorted 5232
8200 combined almost_sorted 5494
8300 combined almost_sorted 5779
8400 combined almost_sorted 5933
8500 combined almost_sorted 6004
8600 combined almost_sorted 6107
8700 combined almost_sorted 6365
8800 combined almost_sorted 6410
8900 combined almost_sorted 6329
9000 combined almost_sorted 6576
9100 combined almost_sorted 6604
9200 combined almost_sorted 6718
9300 combined almost_sorted 6772
9400 combined almost_sorted 6661
9500 combined almost_sorted 6798
9600 combined almost_sorted 6776
9700 combined almost_sorted 6746
9800 combined almost_sorted 6941
9900 combined almost_sorted 6868
500 combined random 290
600 combined random 374
700 combined random 406
800 combined random 453
900 combined random 534
1000 combined random 607
1100 combined random 748
1200 combined random 786
1300 combined random 827
1400 combined random 856
1500 combined random 886
1600 combined random 952
1700 combined random 1037
1800 combined random 1123
1900 combined random 1203
2000 combined random 1289
2100 combined random 1459
2200 combined random 1564
2300 combined random 1610
2400 combined random 1661
2500 combined random 1717
2600 combined random 1760
2700 combined random 1790
2800 combined random 1825
2900 combined random 1843
3000 combined random 1876
3100 combined random 1943
3200 combined random 2014
3300 combined random 2103
3400 combined random 2184
3500 combined random 2322
3600 combined random 2495
3700 combined random 2453
3800 combined random 2549
3900 combined random 2682
4000 combined random 2735
4100 combined random 2893
4200 combined random 3080
4300 combined random 3193
4400 combined random 3267
4500 combined random 3347
4600 combined random 3398
4700 combined random 3601
4800 combined random 3533
4900 combined random 3591
5000 combined random 3789
5100 combined random 3672
5200 combined random 3783
5300 combined random 3747
5400 combined random 3883
5500 combined random 3920
5600 combined random 3825
5700 combined random 3867
5800 combined random 3890
5900 combined random 3957
6000 combined random 3957
6100 combined random 3990
6200 combined random 4063
6300 combined random 4163
6400 combined random 4243
6500 combined random 4352
6600 combined random 4436
6700 combined random 4524
6800 combined random 4608
6900 combined random 4726
7000 combined random 4832
7100 combined random 4903
7200 combined random 4982
7300 combined random 5045
7400 combined random 5164
7500 combined random 5249
7600 combined random 5309
7700 combined random 5413
7800 combined random 5495
7900 combined random 5565
8000 combined random 5764
8100 combined random 6115
8200 combined random 6209
8300 combined random 6358
8400 combined random 6514
8500 combined random 6612
8600 combined random 17766
8700 combined random 6986
8800 combined random 7059
8900 combined random 6987
9000 combined random 7226
9100 combined random 7162
9200 combined random 7267
9300 combined random 7364
9400 combined random 7464
9500 combined random 7356
9600 combined random 7529
9700 combined random 7450
9800 combined random 7637
9900 combined random 7637
500 combined reversed 268
600 combined reversed 379
700 combined reversed 465
800 combined reversed 451
900 combined reversed 530
1000 combined reversed 627
1100 combined reversed 787
1200 combined reversed 764
1300 combined reversed 800
1400 combined reversed 786
1500 combined reversed 819
1600 combined reversed 893
1700 combined reversed 947
1800 combined reversed 1027
1900 combined reversed 1172
2000 combined reversed 1174
2100 combined reversed 1364
2200 combined reversed 1432
2300 combined reversed 1483
2400 combined reversed 1684
2500 combined reversed 1573
2600 combined reversed 1602
2700 combined reversed 1629
2800 combined reversed 1655
2900 combined reversed 1688
3000 combined reversed 1814
3100 combined reversed 1761
3200 combined reversed 1828
3300 combined reversed 1929
3400 combined reversed 2111
3500 combined reversed 2121
3600 combined reversed 2154
3700 combined reversed 2266
3800 combined reversed 2314
3900 combined reversed 2387
4000 combined reversed 2462
4100 combined reversed 2629
4200 combined reversed 2829
4300 combined reversed 2962
4400 combined reversed 3008
4500 combined reversed 3060
4600 combined reversed 3120
4700 combined reversed 3160
4800 combined reversed 3211
4900 combined reversed 3251
5000 combined reversed 3290
5100 combined reversed 3323
5200 combined reversed 3360
5300 combined reversed 3381
5400 combined reversed 3426
5500 combined reversed 3442
5600 combined reversed 3482
5700 combined reversed 3513
5800 combined reversed 3540
5900 combined reversed 3558
6000 combined reversed 3727
6100 combined reversed 3603
6200 combined reversed 3672
6300 combined reversed 3881
6400 combined reversed 3840
6500 combined reversed 3949
6600 combined reversed 4010
6700 combined reversed 4100
6800 combined reversed 4176
6900 combined reversed 4289
7000 combined reversed 4350
7100 combined reversed 4427
7200 combined reversed 4521
7300 combined reversed 4573
7400 combined reversed 4685
7500 combined reversed 4750
7600 combined reversed 4821
7700 combined reversed 4906
7800 combined reversed 5002
7900 combined reversed 5074
8000 combined reversed 5185
8100 combined reversed 5259
8200 combined reversed 5502
8300 combined reversed 5789
8400 combined reversed 5942
8500 combined reversed 6025
8600 combined reversed 6122
8700 combined reversed 6197
8800 combined reversed 6277
8900 combined reversed 6340
9000 combined reversed 6399
9100 combined reversed 6454
9200 combined reversed 6523
9300 combined reversed 6603
9400 combined reversed 6593
9500 combined reversed 6652
9600 combined reversed 6699
9700 combined reversed 6771
9800 combined reversed 7092
9900 combined reversed 6945
500 combined almost_sorted 264
600 combined almost_sorted 344
700 combined almost_sorted 369
800 combined almost_sorted 419
900 combined almost_sorted 482
1000 combined almost_sorted 554
1100 combined almost_sorted 685
1200 combined almost_sorted 723
1300 combined almost_sorted 753
1400 combined almost_sorted 779
1500 combined almost_sorted 798
1600 combined almost_sorted 865
1700 combined almost_sorted 936
1800 combined almost_sorted 1017
1900 combined almost_sorted 1089
2000 combined almost_sorted 1165
2100 combined almost_sorted 1353
2200 combined almost_sorted 1426
2300 combined almost_sorted 1482
2400 combined almost_sorted 1515
2500 combined almost_sorted 1556
2600 combined almost_sorted 1584
2700 combined almost_sorted 1624
2800 combined almost_sorted 1645
2900 combined almost_sorted 1664
3000 combined almost_sorted 1685
3100 combined almost_sorted 1741
3200 combined almost_sorted 1826
3300 combined almost_sorted 1896
3400 combined almost_sorted 1977
3500 combined almost_sorted 2053
3600 combined almost_sorted 2164
3700 combined almost_sorted 2216
3800 combined almost_sorted 2296
3900 combined almost_sorted 2381
4000 combined almost_sorted 2442
4100 combined almost_sorted 2685
4200 combined almost_sorted 2858
4300 combined almost_sorted 2985
4400 combined almost_sorted 2998
4500 combined almost_sorted 3077
4600 combined almost_sorted 3246
4700 combined almost_sorted 3156
4800 combined almost_sorted 3233
4900 combined almost_sorted 3241
5000 combined almost_sorted 3288
5100 combined almost_sorted 3301
5200 combined almost_sorted 3342
5300 combined almost_sorted 3370
5400 combined almost_sorted 3398
5500 combined almost_sorted 3431
5600 combined almost_sorted 3455
5700 combined almost_sorted 3484
5800 combined almost_sorted 3499
5900 combined almost_sorted 3536
6000 combined almost_sorted 3567
6100 combined almost_sorted 3716
6200 combined almost_sorted 3647
6300 combined almost_sorted 3742
6400 combined almost_sorted 3952
6500 combined almost_sorted 3904
6600 combined almost_sorted 3981
6700 combined almost_sorted 4073
6800 combined almost_sorted 4158
6900 combined almost_sorted 4239
7000 combined almost_sorted 4322
7100 combined almost_sorted 4404
7200 combined almost_sorted 4488
7300 combined almost_sorted 4560
7400 combined almost_sorted 4645
7500 combined almost_sorted 4724
7600 combined almost_sorted 4799
7700 combined almost_sorted 4910
7800 combined almost_sorted 4974
7900 combined almost_sorted 5051
8000 combined almost_sorted 5138
8100 combined almost_sorted 5203
8200 combined almost_sorted 5476
8300 combined almost_sorted 5743
8400 combined almost_sorted 6045
8500 combined almost_sorted 6163
8600 combined almost_sorted 6153
8700 combined almost_sorted 6180
8800 combined almost_sorted 6245
8900 combined almost_sorted 6306
9000 combined almost_sorted 6392
9100 combined almost_sorted 6453
9200 combined almost_sorted 6485
9300 combined almost_sorted 6542
9400 combined almost_sorted 6574
9500 combined almost_sorted 6617
9600 combined almost_sorted 6689
9700 combined almost_sorted 6787
9800 combined almost_sorted 6944
9900 combined almost_sorted 6877
500 combined random 286
600 combined random 370
700 combined random 402
800 combined random 541
900 combined random 546
1000 combined random 608
1100 combined random 737
1200 combined random 866
1300 combined random 828
1400 combined random 856
1500 combined random 885
1600 combined random 958
1700 combined random 1033
1800 combined random 1133
1900 combined random 1312
2000 combined random 1282
2100 combined random 1458
2200 combined random 1565
2300 combined random 1612
2400 combined random 1690
2500 combined random 1706
2600 combined random 1748
2700 combined random 1791
2800 combined random 1819
2900 combined random 1862
3000 combined random 1875
3100 combined random 1932
3200 combined random 2019
3300 combined random 2102
3400 combined random 2188
3500 combined random 2443
3600 combined random 2443
3700 combined random 2703
3800 combined random 2593
3900 combined random 2719
4000 combined random 2787
4100 combined random 2952
4200 combined random 3136
4300 combined random 3382
4400 combined random 3277
4500 combined random 3545
4600 combined random 3505
4700 combined random 3577
4800 combined random 3558
4900 combined random 3618
5000 combined random 3623
5100 combined random 3677
5200 combined random 3709
5300 combined random 3724
5400 combined random 3781
5500 combined random 3796
5600 combined random 3843
5700 combined random 3853
5800 combined random 3904
5900 combined random 3934
6000 combined random 4082
6100 combined random 3992
6200 combined random 4083
6300 combined random 4300
6400 combined random 4281
6500 combined random 4549
6600 combined random 4569
6700 combined random 4648
6800 combined random 4674
6900 combined random 4737
7000 combined random 4792
7100 combined random 4909
7200 combined random 4959
7300 combined random 5051
7400 combined random 5277
7500 combined random 5403
7600 combined random 5498
7700 combined random 5455
7800 combined random 5630
7900 combined random 5754
8000 combined random 5677
8100 combined random 5864
8200 combined random 6072
8300 combined random 6356
8400 combined random 6482
8500 combined random 6612
8600 combined random 6720
8700 combined random 6814
8800 combined random 6896
8900 combined random 6960
9000 combined random 7023
9100 combined random 7076
9200 combined random 7180
9300 combined random 7222
9400 combined random 7275
9500 combined random 7352
9600 combined random 7406
9700 combined random 7432
9800 combined random 7691
9900 combined random 7613
500 combined reversed 269
600 combined reversed 345
700 combined reversed 371
800 combined reversed 411
900 combined reversed 488
1000 combined reversed 558
1100 combined reversed 682
1200 combined reversed 726
1300 combined reversed 763
1400 combined reversed 788
1500 combined reversed 810
1600 combined reversed 867
1700 combined reversed 946
1800 combined reversed 1030
1900 combined reversed 1105
2000 combined reversed 1185
2100 combined reversed 1348
2200 combined reversed 1448
2300 combined reversed 1485
2400 combined reversed 1526
2500 combined reversed 1567
2600 combined reversed 1598
2700 combined reversed 1641
2800 combined reversed 1654
2900 combined reversed 1697
3000 combined reversed 1716
3100 combined reversed 1745
3200 combined reversed 1858
3300 combined reversed 1908
3400 combined reversed 1995
3500 combined reversed 2089
3600 combined reversed 2168
3700 combined reversed 2243
3800 combined reversed 2333
3900 combined reversed 2384
4000 combined reversed 2488
4100 combined reversed 2632
4200 combined reversed 2837
4300 combined reversed 2946
4400 combined reversed 3010
4500 combined reversed 3059
4600 combined reversed 3136
4700 combined reversed 3179
4800 combined reversed 3220
4900 combined reversed 3321
5000 combined reversed 3327
5100 combined reversed 3365
5200 combined reversed 3370
5300 combined reversed 3381
5400 combined reversed 3414
5500 combined reversed 3457
5600 combined reversed 3463
5700 combined reversed 3492
5800 combined reversed 3550
5900 combined reversed 3578
6000 combined reversed 3594
6100 combined reversed 3616
6200 combined reversed 3695
6300 combined reversed 3760
6400 combined reversed 3834
6500 combined reversed 3938
6600 combined reversed 4039
6700 combined reversed 4314
6800 combined reversed 4191
6900 combined reversed 4413
7000 combined reversed 4378
7100 combined reversed 4609
7200 combined reversed 4648
7300 combined reversed 4603
7400 combined reversed 4715
7500 combined reversed 4761
7600 combined reversed 4859
7700 combined reversed 4918
7800 combined reversed 4989
7900 combined reversed 5134
8000 combined reversed 5220
8100 combined reversed 5275
8200 combined reversed 5564
8300 combined reversed 5820
8400 combined reversed 5930
8500 combined reversed 6065
8600 combined reversed 6370
8700 combined reversed 6353
8800 combined reversed 6303
8900 combined reversed 6350
9000 combined reversed 6599
9100 combined reversed 6607
9200 combined reversed 6575
9300 combined reversed 6738
9400 combined reversed 6783
9500 combined reversed 6674
9600 combined reversed 6717
9700 combined reversed 6776
9800 combined reversed 6916
9900 combined reversed 6925
500 combined almost_sorted 264
600 combined almost_sorted 343
700 combined almost_sorted 366
800 combined almost_sorted 406
900 combined almost_sorted 484
1000 combined almost_sorted 605
1100 combined almost_sorted 677
1200 combined almost_sorted 722
1300 combined almost_sorted 752
1400 combined almost_sorted 779
1500 combined almost_sorted 810
1600 combined almost_sorted 859
1700 combined almost_sorted 937
1800 combined almost_sorted 1093
1900 combined almost_sorted 1092
2000 combined almost_sorted 1261
2100 combined almost_sorted 1339
2200 combined almost_sorted 1424
2300 combined almost_sorted 1475
2400 combined almost_sorted 1530
2500 combined almost_sorted 1718
2600 combined almost_sorted 1590
2700 combined almost_sorted 1630
2800 combined almost_sorted 1637
2900 combined almost_sorted 1688
3000 combined almost_sorted 1683
3100 combined almost_sorted 1845
3200 combined almost_sorted 1813
3300 combined almost_sorted 2024
3400 combined almost_sorted 1984
3500 combined almost_sorted 2055
3600 combined almost_sorted 2183
3700 combined almost_sorted 2235
3800 combined almost_sorted 2429
3900 combined almost_sorted 2367
4000 combined almost_sorted 2466
4100 combined almost_sorted 2668
4200 combined almost_sorted 2812
4300 combined almost_sorted 2916
4400 combined almost_sorted 3166
4500 combined almost_sorted 3053
4600 combined almost_sorted 3104
4700 combined almost_sorted 3272
4800 combined almost_sorted 3189
4900 combined almost_sorted 3218
5000 combined almost_sorted 3364
5100 combined almost_sorted 3295
5200 combined almost_sorted 3324
5300 combined almost_sorted 3375
5400 combined almost_sorted 3403
5500 combined almost_sorted 3423
5600 combined almost_sorted 3447
5700 combined almost_sorted 5737
5800 combined almost_sorted 3597
5900 combined almost_sorted 3580
6000 combined almost_sorted 3587
6100 combined almost_sorted 3694
6200 combined almost_sorted 3712
6300 combined almost_sorted 3734
6400 combined almost_sorted 3846
6500 combined almost_sorted 3892
6600 combined almost_sorted 3995
6700 combined almost_sorted 4070
6800 combined almost_sorted 4138
6900 combined almost_sorted 4237
7000 combined almost_sorted 4309
7100 combined almost_sorted 4381
7200 combined almost_sorted 4479
7300 combined almost_sorted 5174
7400 combined almost_sorted 4672
7500 combined almost_sorted 4723
7600 combined almost_sorted 5262
7700 combined almost_sorted 4859
7800 combined almost_sorted 5031
7900 combined almost_sorted 5022
8000 combined almost_sorted 5218
8100 combined almost_sorted 5239
8200 combined almost_sorted 5632
8300 combined almost_sorted 5758
8400 combined almost_sorted 5957
8500 combined almost_sorted 6012
8600 combined almost_sorted 6238
8700 combined almost_sorted 6645
8800 combined almost_sorted 6264
8900 combined almost_sorted 6452
9000 combined almost_sorted 6384
9100 combined almost_sorted 6637
9200 combined almost_sorted 6489
9300 combined almost_sorted 6699
9400 combined almost_sorted 6960
9500 combined almost_sorted 6643
9600 combined almost_sorted 6867
9700 combined almost_sorted 6808
9800 combined almost_sorted 6779
9900 combined almost_sorted 6940
500 combined random 287
600 combined random 375
700 combined random 436
800 combined random 447
900 combined random 530
1000 combined random 605
1100 combined random 736
1200 combined random 791
1300 combined random 826
1400 combined random 859
1500 combined random 894
1600 combined random 950
1700 combined random 1036
1800 combined random 1124
1900 combined random 1200
2000 combined random 1282
2100 combined random 1461
2200 combined random 1645
2300 combined random 1614
2400 combined random 1663
2500 combined random 1745
2600 combined random 1746
2700 combined random 1784
2800 combined random 1936
2900 combined random 2032
3000 combined random 1873
3100 combined random 1940
3200 combined random 2005
