n mode kind time_us
2500 default almost_sorted 1552
2600 default almost_sorted 1595
2700 default almost_sorted 1620
2800 default almost_sorted 1643
2900 default almost_sorted 1680
3000 default almost_sorted 1687
3100 default almost_sorted 1729
3200 default almost_sorted 1820
3300 default almost_sorted 1901
3400 default almost_sorted 1971
3500 default almost_sorted 2049
3600 default almost_sorted 2142
3700 default almost_sorted 2237
3800 default almost_sorted 2288
3900 default almost_sorted 2384
4000 default almost_sorted 2441
4100 default almost_sorted 2615
4200 default almost_sorted 2817
4300 default almost_sorted 2908
4400 default almost_sorted 3000
4500 default almost_sorted 3045
4600 default almost_sorted 3113
4700 default almost_sorted 3144
4800 default almost_sorted 3200
4900 default almost_sorted 3229
5000 default almost_sorted 3279
5100 default almost_sorted 3302
5200 default almost_sorted 3368
5300 default almost_sorted 3405
5400 default almost_sorted 3452
5500 default almost_sorted 3467
5600 default almost_sorted 3488
5700 default almost_sorted 3489
5800 default almost_sorted 3510
5900 default almost_sorted 3567
6000 default almost_sorted 3546
6100 default almost_sorted 3604
6200 default almost_sorted 3641
6300 default almost_sorted 3725
6400 default almost_sorted 3818
6500 default almost_sorted 3921
6600 default almost_sorted 3986
6700 default almost_sorted 4063
6800 default almost_sorted 4163
6900 default almost_sorted 4229
7000 default almost_sorted 4307
7100 default almost_sorted 4424
7200 default almost_sorted 4490
7300 default almost_sorted 4593
7400 default almost_sorted 4656
7500 default almost_sorted 4775
7600 default almost_sorted 5104
7700 default almost_sorted 4907
7800 default almost_sorted 4962
7900 default almost_sorted 5093
8000 default almost_sorted 5114
8100 default almost_sorted 5210
8200 default almost_sorted 5489
8300 default almost_sorted 5771
8400 default almost_sorted 5910
8500 default almost_sorted 6039
8600 default almost_sorted 6100
8700 default almost_sorted 6195
8800 default almost_sorted 6279
8900 default almost_sorted 6327
9000 default almost_sorted 6408
9100 default almost_sorted 6771
9200 default almost_sorted 6627
9300 default almost_sorted 6563
9400 default almost_sorted 6617
9500 default almost_sorted 6617
9600 default almost_sorted 6824
9700 default almost_sorted 6815
9800 default almost_sorted 6976
9900 default almost_sorted 6899
500 default random 289
600 default random 370
700 default random 404
800 default random 448
900 default random 528
1000 default random 616
1100 default random 767
1200 default random 798
1300 default random 837
1400 default random 878
1500 default random 897
1600 default random 1035
1700 default random 1035
1800 default random 1117
1900 default random 1217
2000 default random 1279
2100 default random 1512
2200 default random 1641
2300 default random 1614
2400 default random 1676
2500 default random 1705
2600 default random 1772
2700 default random 1954
2800 default random 1814
2900 default random 1853
3000 default random 1903
3100 default random 1923
3200 default random 2103
3300 default random 2136
3400 default random 2215
3500 default random 2280
3600 default random 2373
3700 default random 2448
3800 default random 2532
3900 default random 2615
4000 default random 2710
4100 default random 2891
4200 default random 3079
4300 default random 3200
4400 default random 3392
4500 default random 3351
4600 default random 3430
4700 default random 3594
4800 default random 3508
4900 default random 3554
5000 default random 3615
5100 default random 3647
5200 default random 3678
5300 default random 3857
5400 default random 3772
5500 default random 3804
5600 default random 3954
5700 default random 3875
5800 default random 3901
5900 default random 4162
6000 default random 4141
6100 default random 4029
6200 default random 4128
6300 default random 4182
6400 default random 4292
6500 default random 4497
6600 default random 4436
6700 default random 4621
6800 default random 4639
6900 default random 4699
7000 default random 4800
7100 default random 4888
7200 default random 4973
7300 default random 5057
7400 default random 5203
7500 default random 5252
7600 default random 5328
7700 default random 5475
7800 default random 5527
7900 default random 5572
8000 default random 5825
8100 default random 5782
8200 default random 6166
8300 default random 6339
8400 default random 6478
8500 default random 6652
8600 default random 6717
8700 default random 6790
8800 default random 6885
8900 default random 7159
9000 default random 7202
9100 default random 7075
9200 default random 7136
9300 default random 7226
9400 default random 7257
9500 default random 7322
9600 default random 7360
9700 default random 7414
9800 default random 7493
9900 default random 7522
500 default reversed 296
600 default reversed 346
700 default reversed 372
800 default reversed 412
900 default reversed 509
1000 default reversed 563
1100 default reversed 682
1200 default reversed 829
1300 default reversed 762
1400 default reversed 788
1500 default reversed 812
1600 default reversed 886
1700 default reversed 945
1800 default reversed 1028
1900 default reversed 1213
2000 default reversed 1174
2100 default reversed 1353
2200 default reversed 1435
2300 default reversed 1497
2400 default reversed 1526
2500 default reversed 1598
2600 default reversed 1601
2700 default reversed 1632
2800 default reversed 1661
2900 default reversed 1677
3000 default reversed 1721
3100 default reversed 1743
3200 default reversed 1837
3300 default reversed 1913
3400 default reversed 2020
3500 default reversed 2081
3600 default reversed 2164
3700 default reversed 2246
3800 default reversed 2329
3900 default reversed 2384
4000 default reversed 2468
4100 default reversed 2641
4200 default reversed 2839
4300 default reversed 2932
4400 default reversed 3024
4500 default reversed 3057
4600 default reversed 3121
4700 default reversed 3184
4800 default reversed 3200
4900 default reversed 3259
5000 default reversed 3277
5100 default reversed 3329
5200 default reversed 3371
5300 default reversed 3399
5400 default reversed 3421
5500 default reversed 3437
5600 default reversed 3480
5700 default reversed 3508
5800 default reversed 3538
5900 default reversed 3557
6000 default reversed 3581
6100 default reversed 3628
6200 default reversed 3778
6300 default reversed 3798
6400 default reversed 3940
6500 default reversed 3936
6600 default reversed 4030
6700 default reversed 4096
6800 default reversed 4164
6900 default reversed 4266
7000 default reversed 4466
7100 default reversed 4449
7200 default reversed 4625
7300 default reversed 4634
7400 default reversed 4774
7500 default reversed 4859
7600 default reversed 4915
7700 default reversed 5093
7800 default reversed 5174
7900 default reversed 5071
8000 default reversed 5259
8100 default reversed 5256
8200 default reversed 5511
8300 default reversed 5791
8400 default reversed 5945
8500 default reversed 6035
8600 default reversed 6126
8700 default reversed 6213
8800 default reversed 6287
8900 default reversed 6381
9000 default reversed 6397
9100 default reversed 6466
9200 default reversed 6506
9300 default reversed 6557
9400 default reversed 6651
9500 default reversed 6839
9600 default reversed 6790
9700 default reversed 6884
9800 default reversed 6989
9900 default reversed 6849
500 default almost_sorted 264
600 default almost_sorted 420
700 default almost_sorted 365
800 default almost_sorted 405
900 default almost_sorted 492
1000 default almost_sorted 590
1100 default almost_sorted 678
1200 default almost_sorted 727
1300 default almost_sorted 757
1400 default almost_sorted 799
1500 default almost_sorted 818
1600 default almost_sorted 861
1700 default almost_sorted 938
1800 default almost_sorted 1016
1900 default almost_sorted 1094
2000 default almost_sorted 1180
2100 default almost_sorted 1336
2200 default almost_sorted 1440
2300 default almost_sorted 1474
2400 default almost_sorted 1516
2500 default almost_sorted 1562
2600 default almost_sorted 1584
2700 default almost_sorted 1614
2800 default almost_sorted 1634
2900 default almost_sorted 1660
3000 default almost_sorted 1694
3100 default almost_sorted 1726
3200 default almost_sorted 1812
3300 default almost_sorted 1904
3400 default almost_sorted 1969
3500 default almost_sorted 2057
3600 default almost_sorted 2145
3700 default almost_sorted 2211
3800 default almost_sorted 2302
3900 default almost_sorted 2363
4000 default almost_sorted 2455
4100 default almost_sorted 2607
4200 default almost_sorted 2812
4300 default almost_sorted 2931
4400 default almost_sorted 2985
4500 default almost_sorted 3040
4600 default almost_sorted 3303
4700 default almost_sorted 3155
4800 default almost_sorted 3183
4900 default almost_sorted 3327
5000 default almost_sorted 3281
5100 default almost_sorted 3328
5200 default almost_sorted 3342
5300 default almost_sorted 3376
5400 default almost_sorted 3381
5500 default almost_sorted 3422
5600 default almost_sorted 3437
5700 default almost_sorted 3462
5800 default almost_sorted 3639
5900 default almost_sorted 3517
6000 default almost_sorted 3544
6100 default almost_sorted 3889
6200 default almost_sorted 3709
6300 default almost_sorted 3792
6400 default almost_sorted 3833
6500 default almost_sorted 4013
6600 default almost_sorted 4070
6700 default almost_sorted 4094
6800 default almost_sorted 4181
6900 default almost_sorted 4221
7000 default almost_sorted 4316
7100 default almost_sorted 4384
7200 default almost_sorted 4500
7300 default almost_sorted 4564
7400 default almost_sorted 4640
7500 default almost_sorted 4723
7600 default almost_sorted 4817
7700 default almost_sorted 4900
7800 default almost_sorted 4951
7900 default almost_sorted 5028
8000 default almost_sorted 5108
8100 default almost_sorted 5242
8200 default almost_sorted 5536
8300 default almost_sorted 5738
8400 default almost_sorted 5897
8500 default almost_sorted 5994
8600 default almost_sorted 6108
8700 default almost_sorted 6228
8800 default almost_sorted 6243
8900 default almost_sorted 6307
9000 default almost_sorted 6341
9100 default almost_sorted 6427
9200 default almost_sorted 6538
9300 default almost_sorted 6771
9400 default almost_sorted 6716
9500 default almost_sorted 6653
9600 default almost_sorted 6674
9700 default almost_sorted 6694
9800 default almost_sorted 6737
9900 default almost_sorted 6814
500 default random 286
600 default random 377
700 default random 408
800 default random 447
900 default random 529
1000 default random 613
1100 default random 743
1200 default random 792
1300 default random 828
1400 default random 857
1500 default random 884
1600 default random 949
1700 default random 1036
1800 default random 1116
1900 default random 1203
2000 default random 1299
2100 default random 1477
2200 default random 1565
2300 default random 1629
2400 default random 1677
2500 default random 1721
2600 default random 1763
2700 default random 1788
2800 default random 1828
2900 default random 1857
3000 default random 1894
3100 default random 1928
3200 default random 2029
3300 default random 2122
3400 default random 2189
3500 default random 2273
3600 default random 2359
3700 default random 2442
3800 default random 2529
3900 default random 2612
4000 default random 2699
4100 default random 2863
4200 default random 3076
4300 default random 3183
4400 default random 3266
4500 default random 3333
4600 default random 3396
4700 default random 3455
4800 default random 3503
4900 default random 3548
5000 default random 3594
5100 default random 3641
5200 default random 3684
5300 default random 3715
5400 default random 3751
5500 default random 3793
5600 default random 3826
5700 default random 3866
5800 default random 3885
5900 default random 3919
6000 default random 3976
6100 default random 4015
6200 default random 4097
6300 default random 4148
6400 default random 4236
6500 default random 4336
6600 default random 4421
6700 default random 4522
6800 default random 4622
6900 default random 4733
7000 default random 4833
7100 default random 4916
7200 default random 5052
7300 default random 5178
7400 default random 5219
7500 default random 5305
7600 default random 5488
7700 default random 5518
7800 default random 5525
7900 default random 5660
8000 default random 5851
8100 default random 5987
8200 default random 6070
8300 default random 6329
8400 default random 6519
8500 default random 6589
8600 default random 6702
8700 default random 6831
8800 default random 7002
8900 default random 7059
9000 default random 7033
9100 default random 7095
9200 default random 7402
9300 default random 7326
9400 default random 7480
9500 default random 7386
9600 default random 7493
9700 default random 7417
9800 default random 7465
9900 default random 7535
500 default reversed 267
600 default reversed 345
700 default reversed 372
800 default reversed 422
900 default reversed 497
1000 default reversed 560
1100 default reversed 682
1200 default reversed 727
1300 default reversed 780
1400 default reversed 784
1500 default reversed 817
1600 default reversed 877
1700 default reversed 947
1800 default reversed 1039
1900 default reversed 1098
2000 default reversed 1172
2100 default reversed 1356
2200 default reversed 1439
2300 default reversed 1485
2400 default reversed 1528
2500 default reversed 1585
2600 default reversed 1597
2700 default reversed 1627
2800 default reversed 1650
2900 default reversed 1676
3000 default reversed 1718
3100 default reversed 1755
3200 default reversed 1838
3300 default reversed 1909
3400 default reversed 1990
3500 default reversed 2092
3600 default reversed 2170
3700 default reversed 2227
3800 default reversed 2325
3900 default reversed 2390
4000 default reversed 2457
4100 default reversed 2638
4200 default reversed 2825
4300 default reversed 2929
4400 default reversed 3032
4500 default reversed 3058
4600 default reversed 3109
4700 default reversed 3171
4800 default reversed 3214
4900 default reversed 3236
5000 default reversed 3277
5100 default reversed 3320
5200 default reversed 3353
5300 default reversed 3379
5400 default reversed 3437
5500 default reversed 3592
5600 default reversed 3478
5700 default reversed 3682
5800 default reversed 3575
5900 default reversed 3785
6000 default reversed 3630
6100 default reversed 3711
6200 default reversed 3678
6300 default reversed 3836
6400 default reversed 3865
6500 default reversed 4080
6600 default reversed 4142
6700 default reversed 4110
6800 default reversed 4183
6900 default reversed 4265
7000 default reversed 4341
7100 default reversed 4417
7200 default reversed 4511
7300 default reversed 4602
7400 default reversed 4679
7500 default reversed 4761
7600 default reversed 4844
7700 default reversed 4922
7800 default reversed 5004
7900 default reversed 5066
8000 default reversed 5153
8100 default reversed 5262
8200 default reversed 5511
8300 default reversed 5789
8400 default reversed 5934
8500 default reversed 6076
8600 default reversed 6148
8700 default reversed 6213
8800 default reversed 6429
8900 default reversed 6469
9000 default reversed 6431
9100 default reversed 6597
9200 default reversed 6726
9300 default reversed 6766
9400 default reversed 6855
9500 default reversed 6756
9600 default reversed 6812
9700 default reversed 6804
9800 default reversed 6919
9900 default reversed 6929
500 default almost_sorted 267
600 default almost_sorted 348
700 default almost_sorted 376
800 default almost_sorted 406
900 default almost_sorted 483
1000 default almost_sorted 555
1100 default almost_sorted 686
1200 default almost_sorted 729
1300 default almost_sorted 752
1400 default almost_sorted 776
1500 default almost_sorted 801
1600 default almost_sorted 859
1700 default almost_sorted 941
1800 default almost_sorted 1018
1900 default almost_sorted 1090
2000 default almost_sorted 1166
2100 default almost_sorted 1352
2200 default almost_sorted 1420
2300 default almost_sorted 1482
2400 default almost_sorted 1525
2500 default almost_sorted 1564
2600 default almost_sorted 1584
2700 default almost_sorted 1610
2800 default almost_sorted 1639
2900 default almost_sorted 1663
3000 default almost_sorted 1689
3100 default almost_sorted 1754
3200 default almost_sorted 1810
3300 default almost_sorted 1898
3400 default almost_sorted 1986
3500 default almost_sorted 2052
3600 default almost_sorted 2163
3700 default almost_sorted 2223
3800 default almost_sorted 2294
3900 default almost_sorted 2383
4000 default almost_sorted 2456
4100 default almost_sorted 2609
4200 default almost_sorted 2808
4300 default almost_sorted 2917
4400 default almost_sorted 3000
4500 default almost_sorted 3053
4600 default almost_sorted 3101
4700 default almost_sorted 3137
4800 default almost_sorted 3207
4900 default almost_sorted 3237
5000 default almost_sorted 3279
5100 default almost_sorted 3300
5200 default almost_sorted 3336
5300 default almost_sorted 3379
5400 default almost_sorted 3395
5500 default almost_sorted 3443
5600 default almost_sorted 3438
5700 default almost_sorted 3499
5800 default almost_sorted 3503
5900 default almost_sorted 3571
6000 default almost_sorted 3789
6100 default almost_sorted 3582
6200 default almost_sorted 3690
6300 default almost_sorted 3746
6400 default almost_sorted 3926
6500 default almost_sorted 3990
6600 default almost_sorted 4001
6700 default almost_sorted 4177
6800 default almost_sorted 4155
6900 default almost_sorted 4226
7000 default almost_sorted 4297
7100 default almost_sorted 4390
7200 default almost_sorted 4493
7300 default almost_sorted 4573
7400 default almost_sorted 4653
7500 default almost_sorted 4719
7600 default almost_sorted 4793
7700 default almost_sorted 5031
7800 default almost_sorted 4965
7900 default almost_sorted 5249
8000 default almost_sorted 5129
8100 default almost_sorted 5311
8200 default almost_sorted 5489
8300 default almost_sorted 5780
8400 default almost_sorted 5896
8500 default almost_sorted 6020
8600 default almost_sorted 6124
8700 default almost_sorted 6197
8800 default almost_sorted 6248
8900 default almost_sorted 6290
9000 default almost_sorted 6356
9100 default almost_sorted 6532
9200 default almost_sorted 6585
9300 default almost_sorted 6577
9400 default almost_sorted 6626
9500 default almost_sorted 6712
9600 default almost_sorted 6733
9700 default almost_sorted 6728
9800 default almost_sorted 6749
9900 default almost_sorted 6792
